author_id,name,total_paper_count,total_citation_count,h_index,first_publication_year,last_publication_year,career_span,avg_papers_per_year,first_author_count,last_author_count,single_author_count,mode_venue,unique_venues,venue_diversity,venue_types,conference_journal_ratio,citations_per_paper,institution
2158105356,Wenlong Huang,11,6631,10,2019,2023,5,2.2,9,0,0,International Conference on Machine Learning,6,0.9162695888499092,{'conference': 9},10.0,602.8181818181819,
3661897,Gloria P. Lipori,38,1841,15,2014,2023,10,3.8,0,3,0,American Journal of Health-System Pharmacy,21,0.9106809947878118,"{'journal': 21, 'conference': 3}",0.18181818181818182,48.44736842105263,
2147199509,L. Wong,13,331,7,2021,2024,4,3.25,3,2,0,arXiv.org,5,0.8043461359047004,"{'conference': 3, 'journal': 2}",1.3333333333333333,25.46153846153846,
3428769,Victor Zhong,41,7095,23,2015,2023,9,4.555555555555555,12,4,0,Conference on Empirical Methods in Natural Language Processing,20,0.9256424155276598,"{'journal': 12, 'conference': 18}",1.4615384615384615,173.0487804878049,University of Washington
143869012,Chengxiang Zhai,108,4315,24,1995,2023,29,3.7241379310344827,1,66,1,arXiv.org,42,0.9088751021710105,"{'journal': 8, 'conference': 48}",5.444444444444445,39.9537037037037,
24025563,Vikas Raunak,26,7119,17,2017,2025,9,2.888888888888889,12,1,1,arXiv.org,12,0.8779479443387046,"{'conference': 12, 'journal': 1}",6.5,273.8076923076923,
27689253,Sabrina J. Mielke,23,4413,18,2017,2022,6,3.8333333333333335,5,1,0,Annual Meeting of the Association for Computational Linguistics,13,0.9408921204464598,"{'conference': 13, 'journal': 2}",4.666666666666667,191.8695652173913,Johns Hopkins University
152441501,Jiang Bian,18,1159,7,2003,2023,21,0.8571428571428571,7,2,0,Zhonghua nan ke xue = National journal of andrology,10,0.9866599586738648,{'journal': 9},0.1,64.38888888888889,
50812522,Eliza Szczechla,21,4676,8,2015,2025,11,1.9090909090909092,0,0,0,North American Chapter of the Association for Computational Linguistics,10,0.9575261403463023,{'conference': 8},9.0,222.66666666666666,
2840689,A. Callahan,73,4526,24,2008,2023,16,4.5625,27,1,6,JAMA Network Open,43,0.9672204698431713,"{'conference': 12, 'journal': 30}",0.41935483870967744,62.0,
2309785751,Carolyn Kim,2,448,2,2024,2025,2,1.0,0,0,0,Science,2,1.0,{'journal': 2},0.3333333333333333,224.0,
2176184659,Paulo Villegas,10,4068,6,2022,2023,2,5.0,0,0,0,arXiv.org,5,0.9697238998682473,{'conference': 2},3.0,406.8,
49451193,F. Wang,17,2213,8,2012,2020,9,1.8888888888888888,9,1,1,Journal of Energy Chemistry,12,1.0000000000000004,"{'journal': 10, 'conference': 1}",0.18181818181818182,130.1764705882353,
1741126,S. Hoi,385,38490,86,1997,2023,27,14.25925925925926,43,174,5,arXiv.org,107,0.8849396179449229,"{'journal': 91, 'conference': 171}",1.8695652173913044,99.97402597402598,
2153620715,Thanh-Cong Le,5,2610,4,2021,2023,3,1.6666666666666667,0,0,0,LSC@ICMR,4,0.9609640474436812,"{'journal': 1, 'conference': 1}",1.0,522.0,
144864359,Girish Sastry,75,111362,16,2011,2025,15,5.0,1,2,2,arXiv.org,13,0.8359915149975711,"{'conference': 20, 'journal': 1}",10.5,1484.8266666666666,
113947684,Abdel-rahman Mohamed,16,15960,10,2017,2023,7,2.2857142857142856,0,6,0,"IEEE International Conference on Acoustics, Speech, and Signal Processing",8,0.8687463095511299,"{'conference': 12, 'journal': 1}",6.5,997.5,
3046313,M. Salathé,120,14406,45,2005,2023,19,6.315789473684211,19,43,7,arXiv.org,59,0.9236435212555492,"{'journal': 66, 'conference': 10}",0.16417910447761194,120.05,
79110285,Zhongli Xie,5,2587,2,2011,2023,13,0.38461538461538464,2,0,0,Social Science Research Network,4,1.0,{'journal': 2},0.3333333333333333,517.4,
144323862,Jaewoo Kang,202,15545,45,1997,2023,27,7.481481481481482,12,104,4,PLoS ONE,93,0.9364766120817777,"{'journal': 76, 'conference': 53}",0.7012987012987013,76.95544554455445,Korea University
121901676,Micha Heilbron,24,1467,10,2016,2025,10,2.4,11,5,0,bioRxiv,11,0.8567147210658782,{'journal': 16},0.058823529411764705,61.125,
2679230,P. Kummervold,35,2384,20,2002,2024,23,1.5217391304347827,15,4,1,Journal of Medical Internet Research,25,0.9451982747224833,"{'conference': 5, 'journal': 21}",0.2727272727272727,68.11428571428571,
2285868436,Victor Sanh,20,5134,12,2020,2024,5,4.0,0,3,0,arXiv.org,7,0.9479479190038743,"{'conference': 8, 'journal': 1}",4.5,256.7,
2297189567,Zach Nguyen,1,2583,1,2022,2022,1,1.0,0,0,0,arXiv.org,1,0.0,,0.0,2583.0,
2144163813,Jingsen Zhang,20,2333,10,2016,2025,10,2.0,6,0,0,arXiv.org,15,0.9712720079261152,"{'conference': 10, 'journal': 1}",5.5,116.65,
2309717892,Thomas Hayes,2,448,2,2024,2025,2,1.0,2,0,0,Science,2,1.0,{'journal': 2},0.3333333333333333,224.0,
38759328,Peter Shaw,20,3704,16,2018,2024,7,2.857142857142857,5,1,0,Conference on Empirical Methods in Natural Language Processing,9,0.9160158977692429,"{'journal': 1, 'conference': 15}",8.0,185.2,Google
1584940075,Angelina McMillan-Major,18,9391,11,2020,2025,6,3.0,5,0,1,arXiv.org,9,0.930688285550101,"{'conference': 6, 'journal': 1}",3.5,521.7222222222222,
2266692,Benjamin Heinzerling,43,3293,12,2013,2025,13,3.3076923076923075,8,1,3,arXiv.org,14,0.8998768179220515,"{'conference': 21, 'journal': 4}",4.4,76.5813953488372,RIKEN
46219923,Albert Villanova del Moral,27,4257,17,2003,2023,21,1.2857142857142858,0,12,5,Neural Information Processing Systems,6,0.935944697445866,{'conference': 4},5.0,157.66666666666666,
1992922591,A. Ramesh,26,103082,14,2016,2025,10,2.6,6,1,0,arXiv.org,9,0.8344239377996453,"{'journal': 2, 'conference': 11}",4.0,3964.6923076923076,
38909097,Alec Radford,133,225464,32,2015,2025,11,12.090909090909092,9,1,0,arXiv.org,15,0.8295152045790493,{'conference': 32},33.0,1695.218045112782,
1702137,S. Savarese,344,70486,110,2001,2023,23,14.956521739130435,15,213,4,arXiv.org,82,0.817754174087041,"{'conference': 165, 'journal': 25}",6.384615384615385,204.90116279069767,
1796619,Veronika Laippala,70,3843,16,2007,2025,19,3.6842105263157894,10,16,1,Nordic Conference of Computational Linguistics,27,0.9117836435726391,"{'conference': 21, 'journal': 8}",2.4444444444444446,54.9,
2165371942,Bo Wang,4,2748,4,2022,2023,2,2.0,0,2,0,arXiv.org,3,0.946394630357186,{'conference': 2},3.0,687.0,
46584777,J. Wang,186,2559,25,1989,2023,35,5.314285714285714,44,32,5,Conference on Empirical Methods in Natural Language Processing,111,0.9697969990218772,"{'conference': 45, 'journal': 56}",0.8070175438596491,13.758064516129032,
114850513,Ahmed Baruwa,16,3033,7,2018,2025,8,2.0,7,0,0,arXiv.org,12,0.9672960595199885,"{'conference': 3, 'journal': 5}",0.6666666666666666,189.5625,
5795999,Haoming Jiang,115,6415,31,1984,2023,40,2.875,27,9,4,Social Science Research Network,63,0.9369934415553205,"{'journal': 62, 'conference': 24}",0.3968253968253968,55.78260869565217,
2007125145,Irhum Shafkat,4,461,3,2020,2025,6,0.6666666666666666,0,0,1,Science,3,0.9999999999999998,{'journal': 2},0.3333333333333333,115.25,
51433082,WonJin Yoon,25,6829,10,2018,2025,8,3.125,12,0,0,arXiv.org,14,0.9281433773331552,"{'conference': 5, 'journal': 3}",1.5,273.16,Boston Children's Hospital
2190281373,Mairon Samagaio,7,2601,2,2022,2025,4,1.75,1,0,0,International Conference on Language Resources and Evaluation,4,0.9609640474436812,{'conference': 4},5.0,371.57142857142856,
2190280574,Violette Lepercq,7,2788,3,2022,2025,4,1.75,0,0,0,North American Chapter of the Association for Computational Linguistics,3,0.9999999999999998,{'conference': 2},3.0,398.2857142857143,
143981120,M. V. Koroteev,14,366,5,2000,2021,22,0.6363636363636364,12,0,2,Journal of Mathematical Sciences,5,0.9165164431996023,{'journal': 5},0.16666666666666666,26.142857142857142,
3322871,Zhuosheng Zhang,108,5890,32,2018,2025,8,13.5,37,5,0,arXiv.org,24,0.808184822815548,"{'journal': 13, 'conference': 51}",3.7142857142857144,54.53703703703704,Shanghai Jiao Tong University
2057472131,Mohd Zaki,31,785,14,2020,2025,6,5.166666666666667,11,0,0,arXiv.org,18,0.9429038785610039,"{'journal': 12, 'conference': 1}",0.15384615384615385,25.322580645161292,
1754285124,Benfeng Xu,26,954,13,2020,2025,6,4.333333333333333,7,0,0,arXiv.org,14,0.8923733092228245,"{'conference': 16, 'journal': 2}",5.666666666666667,36.69230769230769,
9358910,Shrimai Prabhumoye,52,5340,22,2014,2024,11,4.7272727272727275,15,6,1,arXiv.org,19,0.8547236576226357,"{'conference': 17, 'journal': 3}",4.5,102.6923076923077,
40936264,Guoping Hu,87,5253,28,2000,2023,24,3.625,4,55,0,International Symposium on Chinese Spoken Language Processing,40,0.9181820350278675,"{'conference': 52, 'journal': 8}",5.888888888888889,60.37931034482759,
1870533,S. L. Braide,40,108,6,2018,2025,8,5.0,5,21,2,2024 IEEE 5th International Conference on Electro-Computing Technologies for Humanity (NIGERCON),18,0.9478115256977869,{'journal': 11},0.08333333333333333,2.7,
1453652787,Eli Lifland,7,1119,6,2019,2021,3,2.3333333333333335,0,0,0,IEEE Internet of Things Journal,6,0.9999999999999999,"{'journal': 2, 'conference': 3}",1.3333333333333333,159.85714285714286,Ought
143863023,Rajarshi Das,98,9266,43,1989,2023,35,2.8,30,16,2,Conference on Empirical Methods in Natural Language Processing,49,0.9334115516898865,"{'conference': 53, 'journal': 7}",6.75,94.55102040816327,
151472453,Yupeng Hou,33,6589,18,2020,2025,6,5.5,9,0,0,arXiv.org,15,0.9326028393630342,"{'conference': 22, 'journal': 1}",11.5,199.66666666666666,"University of California, San Diego"
11323179,Yinhan Liu,111,43990,15,1995,2025,31,3.5806451612903225,8,4,0,arXiv.org,28,0.9579086084178027,"{'conference': 9, 'journal': 18}",0.5263157894736842,396.3063063063063,Birch.AI
80858030,Rheza Harliman,6,2595,2,2018,2022,5,1.2,1,0,0,arXiv.org,2,1.0,{'journal': 1},0.5,432.5,
2190281754,Florian Fuhrimann,4,2599,2,2022,2025,4,1.0,0,0,0,North American Chapter of the Association for Computational Linguistics,2,1.0,{'conference': 1},2.0,649.75,
150341221,Wangchunshu Zhou,45,2546,24,2019,2024,6,7.5,25,3,0,arXiv.org,13,0.8381460021259081,"{'conference': 28, 'journal': 4}",5.8,56.577777777777776,AIWaves
2185329,Rémi Louf,39,3901,13,2013,2024,12,3.25,8,1,2,arXiv.org,11,0.9619555747789698,"{'conference': 3, 'journal': 8}",0.4444444444444444,100.02564102564102,
2056851511,Mike Qiu,5,2604,3,2019,2025,7,0.7142857142857143,0,0,0,arXiv.org,2,0.9182958340544894,{'conference': 1},2.0,520.8,
144979591,Javier de la Rosa,28,3026,9,2006,2024,19,1.4736842105263157,12,1,2,Proces. del Leng. Natural,13,0.9668633469624776,"{'journal': 1, 'conference': 6}",3.5,108.07142857142857,
120438284,Srishti Kumar,22,2667,7,2018,2023,6,3.6666666666666665,4,1,5,Social Science Research Network,16,0.9554820237218405,{'journal': 18},0.05263157894736842,121.22727272727273,
1509809381,Gunjan Chhablani,34,6088,14,2020,2025,6,5.666666666666667,4,0,0,arXiv.org,12,0.8852702612788189,"{'conference': 13, 'journal': 3}",3.5,179.05882352941177,
1993290763,Shailee Jain,17,904,11,2016,2024,9,1.8888888888888888,4,0,0,bioRxiv,8,0.8831324901158999,"{'journal': 7, 'conference': 3}",0.5,53.1764705882353,
1879591269,Manan Dey,28,7269,15,2020,2025,6,4.666666666666667,0,1,0,arXiv.org,8,0.8098315068171483,{'conference': 9},10.0,259.60714285714283,
2166224123,Giyaseddin Bayrak,7,2620,4,2022,2025,4,1.75,2,0,0,North American Chapter of the Association for Computational Linguistics,5,1.0000000000000002,{'conference': 4},5.0,374.2857142857143,Marmara University
153438331,Cornelius Emde,10,211,7,2017,2025,9,1.1111111111111112,2,0,0,International Conference on Learning Representations,6,0.8982444017039272,"{'conference': 7, 'journal': 1}",4.0,21.1,
3110645,A. HajiHosseini,28,3092,10,2009,2025,17,1.6470588235294117,8,0,0,Scientific Reports,19,0.9855875206580605,"{'conference': 4, 'journal': 16}",0.29411764705882354,110.42857142857143,
2047591327,Ethan Kim,6,4864,3,2022,2025,4,1.5,1,0,0,arXiv.org,3,0.8649735207179272,{'conference': 1},2.0,810.6666666666666,
1769176,Anne-Laure Ligozat,103,4167,20,2004,2023,20,5.15,14,13,6,JEPTALNRECITAL,40,0.8538949080435132,"{'journal': 8, 'conference': 43}",4.888888888888889,40.45631067961165,
51043791,A. Kalyan,33,3217,12,2018,2025,8,4.125,4,11,0,arXiv.org,12,0.8601348703972931,"{'conference': 13, 'journal': 1}",7.0,97.48484848484848,
49738125,Yash Sharma,29,6304,20,2011,2023,13,2.230769230769231,5,2,1,Neural Information Processing Systems,16,0.9417958669728657,"{'conference': 17, 'journal': 4}",3.6,217.3793103448276,
145625142,Adam Roberts,60,65508,40,1983,2023,41,1.4634146341463414,19,6,4,arXiv.org,27,0.9255217525991029,"{'conference': 22, 'journal': 13}",1.6428571428571428,1091.8,
46791561,Yi Guo,148,3334,29,2013,2023,11,13.454545454545455,20,9,0,American Medical Informatics Association Annual Symposium,83,0.9418829308973797,"{'journal': 94, 'conference': 22}",0.24210526315789474,22.527027027027028,
1681799,Verena Rieser,151,8007,38,2004,2024,21,7.190476190476191,32,58,5,arXiv.org,42,0.8831439431744089,"{'journal': 9, 'conference': 65}",6.6,53.026490066225165,Heriot-Watt University
143790066,Dipanjan Das,70,14593,44,2004,2023,20,3.5,15,12,4,Annual Meeting of the Association for Computational Linguistics,21,0.8232015539346267,"{'conference': 45, 'journal': 8}",5.111111111111111,208.47142857142856,
144906624,Alex Wang,40,14046,23,1990,2023,34,1.1764705882352942,15,4,4,arXiv.org,21,0.931238822156921,"{'conference': 17, 'journal': 9}",1.8,351.15,
2190281729,Tobi Oyebade,5,2599,2,2022,2025,4,1.25,0,0,0,North American Chapter of the Association for Computational Linguistics,2,1.0,{'conference': 1},2.0,519.8,
3460489,Amir Pouran Ben Veyseh,41,2532,19,2016,2023,8,5.125,28,0,1,Conference on Empirical Methods in Natural Language Processing,19,0.9396219823746133,"{'conference': 26, 'journal': 3}",6.75,61.75609756097561,
2006205621,J. Bingler,27,847,14,2020,2025,6,4.5,11,1,0,Social Science Research Network,10,0.7364435439858326,"{'journal': 16, 'conference': 4}",0.29411764705882354,31.37037037037037,
82674724,S. Silberberg,5,2629,3,1988,2022,35,0.14285714285714285,1,0,0,Maturitas,3,0.946394630357186,{'journal': 3},0.25,525.8,
143779690,J. Bhattacharjee,42,3123,14,2006,2023,18,2.3333333333333335,12,6,8,Practical Machine Learning with Rust,15,0.9536102086656469,{'journal': 15},0.0625,74.35714285714286,
144449938,M. Ghauri,7,2625,3,2012,2025,14,0.5,0,1,0,North American Chapter of the Association for Computational Linguistics,3,0.9999999999999998,{'conference': 2},3.0,375.0,
38591293,Andy Zeng,50,15998,33,2014,2023,10,5.0,10,4,2,IEEE International Conference on Robotics and Automation,16,0.840727832215457,"{'conference': 34, 'journal': 2}",11.666666666666666,319.96,
2037778,Haoran Sun,180,4367,30,1998,2024,27,6.666666666666667,44,19,1,Frontiers in Oncology,114,0.970489079716869,"{'journal': 118, 'conference': 22}",0.19327731092436976,24.261111111111113,University of Minnesota
2190281205,Martha Akinlolu,4,2599,2,2022,2025,4,1.0,0,0,0,North American Chapter of the Association for Computational Linguistics,2,1.0,{'conference': 1},2.0,649.75,
2184474755,Shengxuan Ding,20,450,8,2022,2025,4,5.0,9,4,0,arXiv.org,10,0.9286941242059255,"{'journal': 6, 'conference': 1}",0.2857142857142857,22.5,
2080941785,Clémentine Fourrier,21,3738,10,2017,2025,9,2.3333333333333335,6,0,1,arXiv.org,10,0.8849767163807571,"{'conference': 6, 'journal': 3}",1.75,178.0,
1982950,Luke Zettlemoyer,275,119092,116,1998,2023,26,10.576923076923077,15,136,1,Conference on Empirical Methods in Natural Language Processing,44,0.7051620374180841,"{'conference': 203, 'journal': 16}",12.0,433.0618181818182,University of Washington
122064392,Ellen Jiang,10,3073,5,2021,2025,5,2.0,3,0,0,Annual Meeting of the Association for Computational Linguistics,5,0.9690222556651344,{'conference': 4},5.0,307.3,
2112134590,Shubhanshu Mishra,4,2607,3,2020,2023,4,1.0,1,1,0,Biomass Conversion and Biorefinery,2,1.0,{'journal': 1},0.5,651.75,
151492708,M. Gerchick,12,2664,5,2019,2025,7,1.7142857142857142,2,1,0,arXiv.org,5,0.9101415926479804,{'conference': 5},6.0,222.0,
150953620,Clara Meister,51,2012,23,1999,2025,27,1.8888888888888888,15,3,0,Annual Meeting of the Association for Computational Linguistics,13,0.7677745651113945,"{'conference': 33, 'journal': 9}",3.4,39.450980392156865,
2174177869,Daniel Le'on Perin'an,2,2636,2,2022,2022,1,2.0,0,0,0,arXiv.org,2,1.0,{'conference': 1},2.0,1318.0,
2257216155,Heming Ge,1,188,1,2021,2021,1,1.0,0,0,0,North American Chapter of the Association for Computational Linguistics,1,0.0,{'conference': 1},2.0,188.0,
46507194,Haiquan Wang,144,3910,25,2003,2023,21,6.857142857142857,19,28,1,arXiv.org,85,0.9379999294339306,"{'conference': 32, 'journal': 61}",0.532258064516129,27.15277777777778,
2064411934,Benoit Crabb'e,6,479,5,2019,2025,7,0.8571428571428571,0,4,0,arXiv.org,5,0.9697238998682473,"{'journal': 2, 'conference': 2}",1.0,79.83333333333333,
2153400663,Le Hou,19,9221,15,2021,2024,4,4.75,1,2,0,arXiv.org,7,0.844957158483202,"{'conference': 9, 'journal': 1}",5.0,485.3157894736842,
1667962595,Robert Mroczkowski,7,260,5,2020,2024,5,1.4,1,2,0,Reports on Geodesy and Geoinformatics,6,0.9999999999999999,"{'journal': 2, 'conference': 3}",1.3333333333333333,37.142857142857146,
145431050,Mayank Singh,60,3025,12,1985,2023,39,1.5384615384615385,24,11,5,arXiv.org,41,0.9636457149432702,"{'journal': 11, 'conference': 14}",1.25,50.416666666666664,
90615055,Khalid Almubarak,11,3803,7,2021,2024,4,2.75,0,0,0,Annual Meeting of the Association for Computational Linguistics,5,0.886682880001534,{'conference': 7},8.0,345.72727272727275,
35996413,A. Jansen,101,11952,39,2005,2025,21,4.809523809523809,28,8,3,"IEEE International Conference on Acoustics, Speech, and Signal Processing",38,0.7608618293593996,"{'conference': 66, 'journal': 12}",5.153846153846154,118.33663366336634,
40125294,J. Qiu,43,6942,22,2014,2023,10,4.3,13,1,1,arXiv.org,20,0.8875942562932656,"{'journal': 6, 'conference': 16}",2.4285714285714284,161.4418604651163,
7189717,Shankai Yan,22,1204,8,2017,2023,7,3.142857142857143,6,0,3,Journal of Biomedical Informatics,15,0.9820064253709695,"{'conference': 3, 'journal': 8}",0.4444444444444444,54.72727272727273,
2282926,J. Schoffelen,181,24042,49,2002,2025,24,7.541666666666667,17,34,18,NeuroImage,37,0.8233277121889658,"{'journal': 106, 'conference': 1}",0.018691588785046728,132.82872928176795,
2295665129,Ryan Cotterell,37,635,12,2021,2025,5,7.4,0,22,0,Annual Meeting of the Association for Computational Linguistics,9,0.8821607640030986,{'conference': 25},26.0,17.16216216216216,
2083259,Yonatan Belinkov,159,18297,53,2013,2025,13,12.23076923076923,24,57,5,arXiv.org,42,0.8070524419729729,"{'conference': 90, 'journal': 13}",6.5,115.0754716981132,Technion - Israel Institute of Technology
35330153,F. Mirza,18,2671,6,2012,2025,14,1.2857142857142858,5,5,0,Environment-Behaviour Proceedings Journal,9,0.9732265278682556,{'journal': 7},0.125,148.38888888888889,
40530061,Ireneusz Gawlik,8,214,4,2015,2021,7,1.1428571428571428,3,3,0,Workshop on Balto-Slavic Natural Language Processing,7,0.9999999999999999,"{'conference': 4, 'journal': 1}",2.5,26.75,
2110486618,Shaden Smith,33,5298,19,2012,2023,12,2.75,13,1,1,IEEE International Parallel and Distributed Processing Symposium,17,0.9243933583685668,"{'conference': 14, 'journal': 3}",3.75,160.54545454545453,
1388360943,Rami Al-Rfou,56,24680,27,2012,2025,14,4.0,9,7,1,arXiv.org,23,0.8212559910338213,"{'conference': 22, 'journal': 3}",5.75,440.7142857142857,Waymo
